co_gt,pt08_s1_co,c6h6_gt,pt08_s2_nmhc,nox_gt,pt08_s3_nox,no2_gt,pt08_s4_no2,pt08_s5_o3,t,rh,ah,Datetime
-0.005921555,-0.010032906,-0.45118892,-0.344533962,0.633533193,-0.403700361,2.243621224,-1.25970604,0.591129572,-1.643845638,0.480252557,-1.345127187,2/19/2005 1:00
-0.422347889,-0.455166675,-0.785813813,-0.807547443,-0.06755943,0.003645858,0.933415275,-1.498150663,0.104694943,-1.643845638,0.416994064,-1.363567558,2/19/2005 2:00
-0.838774223,-0.804914637,-1.013358741,-1.177211433,-0.60425792,0.437640895,-0.272806074,-1.648597865,-0.317864431,-1.734869834,0.543511051,-1.381260346,2/19/2005 4:00
-0.908178612,-0.845794269,-1.040128733,-1.236955108,-0.647774014,0.490938531,-0.459978353,-1.62872748,-0.362085761,-1.780381932,0.606769544,-1.391477308,2/19/2005 5:00
0.271696001,0.14894344,-0.156719013,-0.00847579,0.759246353,-0.693030386,2.493184262,-0.97016614,0.600956534,-1.757625883,0.601018772,-1.376027268,2/19/2005 9:00
0.132887223,0.062641995,-0.504728903,-0.415479576,0.730235623,-0.422735231,2.056448946,-1.302285437,0.679572231,-1.154590584,-0.324855541,-1.326188428,2/19/2005 12:00
-0.491752278,-0.223515428,-0.651963856,-0.617114479,-0.246458926,-0.13721218,0.600664558,-1.339187581,-0.654437886,-0.460531089,-1.170219045,-1.339146527,2/19/2005 17:00
0.479909167,0.7666801,0.030670927,0.181957174,1.049353645,-0.852923294,2.139636625,-0.850943828,1.313411293,-0.961164168,-0.434120212,-1.24669548,2/19/2005 22:00
-0.144730333,0.516860127,-0.357493949,-0.232514571,0.130680553,-0.567400243,1.286962912,-1.015584163,0.802409259,-0.927030094,-0.273098592,-1.141535529,2/20/2005 0:00
-0.3529435,0.053557633,-0.678733847,-0.643252337,-0.033713579,-0.293298115,0.850227596,-1.217126643,0.370022922,-1.120456511,0.014440014,-1.150755714,2/20/2005 3:00
-0.977583001,-0.759492824,-1.160593694,-1.498333686,-0.681619865,0.883056854,-0.626353711,-1.481118904,-1.278449985,-1.086322437,0.250221672,-1.01270213,2/20/2005 8:00
-0.769369834,-0.509672851,-1.026743737,-1.20334929,-0.599422798,0.361501415,-0.355993754,-1.404475989,-1.155612958,-0.7904938,-0.209840099,-1.002235973,2/20/2005 11:00
-0.699965445,-0.323443417,-0.98658875,-1.143605615,-0.439863788,0.220643377,0.018350803,-1.183063125,-1.126132071,-1.097700462,0.980569733,-0.681772237,2/20/2005 13:00
-0.699965445,-0.30073251,-0.919663771,-1.012916326,-0.468874517,0.106434156,-0.085633796,-1.143322354,-0.998381562,-1.040810339,0.664277265,-0.782197498,2/20/2005 15:00
-0.561156667,-0.341612142,-0.906278775,-0.997980408,-0.333491114,0.075978364,0.330304601,-1.234158401,-0.831323205,-1.086322437,0.474501785,-0.906545402,2/20/2005 18:00
-0.491752278,-0.450624494,-0.919663771,-1.012916326,-0.454369152,0.167345741,0.018350803,-1.222803896,-1.057343336,-1.234236756,0.767791164,-0.915018005,2/21/2005 0:00
0.549313556,0.657667748,0.418835804,0.570291062,0.546501005,-1.016623176,2.222824305,-0.186705235,0.406874031,-1.473175271,1.61890544,-0.799641092,2/21/2005 9:00
-0.075325944,0.21707616,-0.424418928,-0.310928145,0.701224894,-0.567400243,2.056448946,-0.694819373,0.070300576,-1.291126878,1.607403895,-0.61723094,2/21/2005 11:00
-0.283539111,0.108063808,-0.477958911,-0.393075698,0.68671953,-0.529330503,2.014855106,-0.686303493,0.053103392,-1.120456511,1.043828226,-0.679529489,2/21/2005 12:00
-0.214134722,0.085352902,-0.303953966,-0.172770896,0.077494216,-0.643539723,1.266165993,-0.606821952,-0.074647117,-1.074944413,0.836800429,-0.727125581,2/21/2005 14:00
-0.3529435,0.017220182,-0.437803924,-0.340799982,-0.053054065,-0.529330503,0.954212195,-0.72888289,-0.26872962,-1.211480707,1.256606795,-0.683267402,2/21/2005 15:00
0.063482834,0.312461968,-0.183489005,-0.042081607,0.24672347,-0.673995516,1.702901309,-0.453536123,-0.150806074,-1.336638976,1.630406984,-0.657102012,2/21/2005 18:00
-0.977583001,-1.000228434,-1.214133677,-1.610353077,-0.826673511,1.061984633,-0.938307509,-1.356219339,-1.298103909,-1.552821442,1.935197907,-0.765750681,2/22/2005 2:00
-1.185796168,-1.168289143,-1.294443652,-1.875465634,-0.947551549,1.964237473,-1.354245905,-1.48395753,-1.629763883,-1.609711565,2.067465666,-0.778459585,2/22/2005 4:00
2.284423281,1.784128715,1.85103035,1.720356806,2.490219862,-1.58005533,2.7427473,0.988486122,1.34780566,-1.473175271,1.774176287,-0.740332873,2/22/2005 9:00
-0.005921555,0.053557633,-0.156719013,-0.00847579,0.304744928,-0.670188542,1.869276668,-0.555726676,-0.303123988,-1.24561478,1.245105251,-0.719400561,2/22/2005 15:00
1.035144279,0.435100863,0.405450808,0.547887184,0.749576109,-0.883379086,2.909122659,-0.300250294,0.04573317,-1.359395025,1.273859112,-0.823314541,2/22/2005 19:00
-0.699965445,-0.709528829,-0.933048767,-1.035320204,-0.464039395,0.281554961,0.163929242,-1.231319775,-0.828866465,-1.541443418,1.716668566,-0.833033114,2/23/2005 1:00
-1.04698739,-1.127409511,-1.227518673,-1.662628792,-0.821838389,1.59115402,-0.938307509,-1.500989289,-1.470075748,-1.518687369,1.521142313,-0.884367119,2/23/2005 6:00
-0.977583001,-0.868505175,-1.066898724,-1.289230823,-0.435028666,0.955389361,0.122335402,-1.268221919,-1.07699726,-1.484553295,1.544145402,-0.8422533,2/23/2005 7:00
-0.144730333,-0.082707807,-0.250413983,-0.120495181,0.362766387,-0.502681685,2.056448946,-0.706173879,-0.163089776,-1.416285148,1.440631503,-0.807116918,2/23/2005 13:00
0.271696001,0.235244885,0.017285932,0.178223194,0.778586839,-0.765362892,2.638762701,-0.530179038,0.121892127,-1.439041197,1.653410072,-0.756032108,2/23/2005 17:00
0.410504778,0.38967905,0.204675872,0.357454219,0.706060016,-0.86815119,2.326808904,-0.35134557,0.345455517,-1.450419222,1.676413161,-0.756032108,2/23/2005 19:00
0.688122334,0.52594449,0.325140834,0.480675549,0.913970242,-0.9252558,2.76354422,-0.3116048,0.490403209,-1.473175271,1.653410072,-0.790919295,2/23/2005 20:00
0.341100389,0.167112166,-0.076409039,0.073671763,0.72056538,-0.670188542,2.389199663,-0.649401349,0.372479663,-1.507309344,1.693665477,-0.807116918,2/23/2005 22:00
-0.422347889,-0.418829225,-0.745658826,-0.740335809,-0.053054065,-0.030616908,1.162181394,-1.100742957,-0.050079711,-1.518687369,1.636157756,-0.842502494,2/23/2005 23:00
-1.012285196,-1.018397159,-1.187363686,-1.546875422,-0.705795472,1.199035697,-0.522369112,-1.364735219,-1.035232671,-1.666601687,2.061714894,-0.836521833,2/24/2005 4:00
-0.908178612,-0.636853928,-0.959818758,-1.08386194,-0.217448197,0.395764181,0.41349228,-1.10642021,-0.620043518,-1.586955516,2.009957945,-0.781449916,2/24/2005 6:00
-0.283539111,0.058099814,-0.370878945,-0.258652429,0.362766387,-0.517909581,1.744495149,-0.666433108,-0.099214522,-1.234236756,1.53839463,-0.58334053,2/24/2005 13:00
0.063482834,0.439643045,0.070825915,0.223030951,0.691554651,-0.841502372,2.098042786,-0.402440847,0.426527955,-1.029432315,0.969068188,-0.616234164,2/24/2005 15:00
0.618717945,0.753053556,0.418835804,0.566557082,1.281439478,-1.127025423,3.241873376,-0.217930126,0.952270432,-1.131834535,1.227852934,-0.613243833,2/24/2005 16:00
0.618717945,0.875692451,0.405450808,0.559089123,1.41198776,-1.172709111,3.137888777,-0.149803091,1.089847903,-1.177346633,1.319865289,-0.619972077,2/24/2005 17:00
1.243357446,1.348079309,0.981005626,1.051974442,1.735940902,-1.389706629,3.304264135,0.176638952,1.517320758,-1.234236756,1.423379187,-0.63143501,2/24/2005 18:00
0.271696001,0.330630693,-0.277183975,-0.139165079,0.551336127,-0.670188542,1.890073587,-0.64088547,0.161199976,-1.393529099,1.992705628,-0.580599394,2/25/2005 0:00
-0.699965445,-0.446082313,-0.906278775,-0.983044489,-0.326238432,0.079785338,0.330304601,-1.120613343,-0.371912723,-1.427663173,1.923696363,-0.637914059,2/25/2005 3:00
-0.769369834,-0.459708857,-0.906278775,-0.990512448,-0.609093041,0.114048104,-0.293602994,-1.100742957,-0.472639085,-1.427663173,1.900693274,-0.646635856,2/25/2005 4:00
2.562040837,1.90222543,2.373045184,2.090020795,1.02356633,-1.606704148,1.53652595,1.212737612,1.686835856,-1.291126878,1.572899262,-0.624208378,2/25/2005 9:00
0.826931112,0.371510325,0.218060868,0.379858098,1.803632604,-0.83008145,1.141384474,-0.331475185,0.770471632,-0.767737751,0.152458546,-0.775967643,2/25/2005 11:00
-0.005921555,-0.259852879,-0.237028988,-0.105559262,0.362766387,-0.479839841,1.162181394,-0.904877731,-0.31295095,-0.756359726,-0.26734782,-0.999494837,2/25/2005 13:00
-0.214134722,-0.418829225,-0.464573915,-0.3744058,0.053318609,-0.270456271,0.600664558,-1.061002187,-0.644610924,-0.574311334,-0.629646465,-1.069518406,2/25/2005 15:00
0.132887223,-0.087249988,-0.237028988,-0.098091303,0.24672347,-0.468418919,0.850227596,-0.899200478,-0.337518355,-0.597067383,-0.635397237,-1.089453942,2/25/2005 17:00
0.410504778,0.448727407,0.137750893,0.301444524,1.117045346,-0.776783814,1.59891671,-0.589790194,0.817149702,-1.291126878,0.744788075,-0.97233267,2/25/2005 22:00
0.479909167,0.203449616,-0.183489005,-0.034613648,0.9719917,-0.555979321,1.037399875,-0.87365284,0.559191945,-1.461797246,1.124339036,-0.977814942,2/26/2005 0:00
-0.144730333,-0.364323049,-0.504728903,-0.415479576,0.377271751,-0.236193504,0.517476879,-1.072356693,0.033449467,-1.609711565,1.256606795,-1.055065143,2/26/2005 2:00
-0.561156667,-0.754950642,-0.879508784,-0.949438672,-0.391512572,0.243485221,0.080741563,-1.401637363,-0.389109907,-1.564199467,0.963317416,-1.121599993,2/26/2005 5:00
-0.422347889,-0.754950642,-0.866123788,-0.919566834,-0.188437468,0.331045623,0.267913841,-1.500989289,-0.880458016,-0.995298241,-0.255846276,-1.182652571,2/26/2005 10:00
0.479909167,-0.623227384,-0.759043822,-0.759005707,-0.294810142,0.133082974,0.122335402,-1.330671701,-0.924679346,-0.870139972,-0.342107858,-1.136302451,2/26/2005 13:00
0.271696001,-0.795830274,-0.946433762,-1.053990103,-0.531731097,0.464289713,-0.272806074,-1.503827916,-1.357065682,-0.972542192,-0.123578517,-1.106399147,2/26/2005 16:00
0.618717945,-0.477877582,-0.665348852,-0.635784378,-0.038548701,-0.045844804,0.642258398,-1.228481148,-0.620043518,-1.222858731,0.491754101,-1.022171509,2/26/2005 19:00
1.104548668,0.135316896,0.003900936,0.163287276,0.159691282,-0.647346697,0.954212195,-0.717528385,-0.025512306,-1.165968609,0.416994064,-1.010210188,2/26/2005 20:00
0.96573989,-0.096334351,-0.277183975,-0.146633039,0.145185918,-0.456997997,1.037399875,-0.950295755,-0.035339268,-1.177346633,0.416994064,-1.014197295,2/26/2005 21:00
1.867996947,0.671294292,0.177905881,0.335050341,1.189572169,-0.841502372,1.61971363,-0.598306073,0.812236221,-1.279748854,0.629772633,-1.008964217,2/27/2005 0:00
0.826931112,-0.418829225,-0.651963856,-0.60591254,0.062988852,-0.133405206,0.704649157,-1.239835654,0.048189911,-1.473175271,0.859803518,-1.080233757,2/27/2005 2:00
-0.491752278,-0.695902285,-0.839353796,-0.882227037,-0.357666722,0.209222455,0.184726162,-1.58047083,-1.042602892,-0.56293331,-1.083957463,-1.345625576,2/27/2005 12:00
-0.214134722,-0.750408461,-0.812583805,-0.8523552,-0.246458926,0.247292195,0.41349228,-1.625888854,-1.059800076,-0.824627874,-0.951689704,-1.427610466,2/27/2005 13:00
-0.699965445,-1.000228434,-1.040128733,-1.236955108,-0.444698909,0.768847634,-0.002446117,-1.844463092,-1.52658078,-1.097700462,-0.606643376,-1.425118524,2/27/2005 17:00
-0.422347889,-0.968433164,-0.946433762,-1.053990103,-0.019208214,0.540429194,0.912618356,-1.745111165,-1.091737703,-1.473175271,-0.152332377,-1.460005712,2/27/2005 21:00
-0.769369834,-1.059276791,-1.08028372,-1.300432762,-0.551071583,0.936354491,-0.127227636,-1.838785839,-1.447965083,-1.484553295,-0.083323112,-1.439073399,2/27/2005 22:00
-1.04698739,-1.295470219,-1.227518673,-1.640224914,-0.879859847,1.655872578,-1.146276707,-1.946653644,-1.740317208,-1.541443418,0.089200052,-1.410416067,2/28/2005 2:00
-0.838774223,-1.359060758,-1.093668716,-1.32657062,-0.202942833,0.955389361,0.247116921,-1.977878536,-1.489729672,-1.643845638,-0.353609402,-1.621234357,2/28/2005 11:00
-0.908178612,-1.377229483,-1.093668716,-1.337772559,-0.377007208,1.157158983,0.163929242,-2.028973812,-1.610109959,-1.575577491,-0.612394148,-1.678798216,2/28/2005 12:00
-0.838774223,-1.404482571,-1.026743737,-1.21455123,-0.406017937,1.012493971,0.059944643,-2.105616726,-1.61748018,-1.621089589,-0.94018816,-1.811120334,2/28/2005 16:00
-0.838774223,-1.345434214,-0.98658875,-1.128669697,-0.367336965,0.989652127,0.059944643,-2.057360077,-1.553604926,-1.700735761,-0.825172717,-1.804641285,2/28/2005 17:00
-0.838774223,-1.508952742,-1.107053711,-1.352708478,-0.580082312,1.332279787,-0.439181433,-2.230516291,-1.56834537,-1.871406128,-0.807920401,-1.863451115,2/28/2005 22:00
-0.977583001,-1.604338549,-1.17397869,-1.509535625,-0.686454986,1.720591136,-0.667947551,-2.327029591,-1.713293062,-1.882784153,-0.871178894,-1.885878593,2/28/2005 23:00
-1.324604946,-1.786025802,-1.334598639,-2.073366558,-1.005573007,3.646919985,-1.645402783,-2.503024432,-1.998274965,-1.985186373,-0.543384883,-1.834295394,3/1/2005 3:00
-1.116391779,-1.495326198,-1.227518673,-1.651426853,-0.522060854,2.009921161,-0.563962952,-2.23903217,-1.786995278,-2.064832545,-0.462874073,-1.839528473,3/1/2005 7:00
-0.422347889,-0.877589538,-0.665348852,-0.628316418,0.56100637,0.296782857,0.746242997,-1.708209021,-1.010665265,-2.019320447,-0.531883338,-1.839528473,3/1/2005 8:00
-0.491752278,-1.240964044,-0.879508784,-0.949438672,0.203207376,0.589919856,0.226320001,-2.046005571,-1.008208525,-1.677979712,-1.101209779,-1.885380205,3/1/2005 10:00
-0.838774223,-1.409024752,-1.053513728,-1.244423067,-0.140086253,1.100054373,-0.044039956,-2.216323159,-1.396373531,-1.643845638,-1.170219045,-1.898836691,3/1/2005 11:00
-0.769369834,-1.277301494,-0.946433762,-1.053990103,-0.309315506,0.749812764,-0.189618395,-2.077230462,-1.509383596,-1.632467614,-1.072455919,-1.859214814,3/1/2005 14:00
-0.491752278,-1.027481522,-0.692118843,-0.658188256,-0.188437468,0.338659571,0.101538483,-1.776336056,-1.126132071,-1.780381932,-0.830923489,-1.835541365,3/1/2005 18:00
-1.151093973,-1.445362203,-1.26767366,-1.759712264,-0.778322295,1.785309695,-0.75113523,-2.19077552,-1.248969098,-2.155856741,-0.261597048,-1.825075209,3/2/2005 4:00
-1.116391779,-1.259132769,-1.17397869,-1.513269605,-0.570412069,1.237105437,-0.314399914,-2.040328318,-0.669178329,-2.133100692,-0.129329289,-1.784207361,3/2/2005 6:00
-0.977583001,-1.032023703,-0.892893779,-0.979310509,-0.401182816,0.723163946,-0.023243036,-1.782013309,-0.428417755,-2.144478717,-0.112076973,-1.783708973,3/2/2005 7:00
-0.075325944,-0.30073251,-0.250413983,-0.120495181,0.947816092,-0.224772582,1.453338271,-1.472603025,0.431441436,-1.473175271,-0.974692793,-1.763524243,3/2/2005 10:00
0.063482834,-0.373407412,-0.170104009,-0.027145688,1.083199495,-0.327560881,1.57811979,-1.415830495,0.271753301,-1.14321256,-1.446256107,-1.827068763,3/2/2005 11:00
-0.561156667,-0.904842626,-0.518113898,-0.434149475,0.019472758,0.247292195,0.663055318,-1.8132382,-1.018035487,-0.847383923,-1.88331479,-1.943193258,3/2/2005 15:00
2.076210114,0.866608089,1.757335379,1.649411192,2.789997397,-1.180323059,2.680356541,-0.328636559,2.001298646,-1.177346633,-1.37149607,-1.806385645,3/2/2005 19:00
-0.3529435,-0.173551433,-0.531498894,-0.452819373,0.280569321,-0.300912063,1.224572153,-1.432862254,1.016145686,-1.450419222,-0.566387971,-1.599803656,3/2/2005 22:00
-0.838774223,-0.527841576,-0.959818758,-1.072660001,-0.362501843,0.163538767,0.143132322,-1.571954951,0.441268398,-1.586955516,0.014440014,-1.470222674,3/3/2005 3:00
-0.769369834,-0.146298346,-0.812583805,-0.84862122,-0.304480385,-0.190509816,0.163929242,-1.401637363,1.001405243,-1.609711565,0.393990975,-1.346871547,3/3/2005 4:00
-0.769369834,-0.019117269,-0.825968801,-0.856089179,-0.47854476,-0.300912063,-0.064836876,-1.248351534,0.964554135,-1.666601687,1.061080543,-1.165458172,3/3/2005 5:00
0.618717945,1.584272737,0.726690706,0.839137599,1.963191614,-1.283111357,1.328556752,-0.053289791,1.829326808,-1.564199467,1.319865289,-0.995009342,3/3/2005 8:00
-0.491752278,-0.073623444,-0.705503839,-0.684326114,0.125845432,-0.228579556,0.808633757,-1.001391031,-0.003401641,-1.393529099,1.13584058,-0.90878815,3/3/2005 13:00
-0.3529435,-0.055454719,-0.651963856,-0.617114479,0.029143001,-0.2514214,0.767039917,-0.947457128,-0.195027403,-1.302504903,0.951815872,-0.898321994,3/3/2005 14:00
-0.144730333,0.489607039,-0.357493949,-0.236248551,0.585181977,-0.620697879,1.120587554,-0.535856291,0.173483679,-1.279748854,1.509640769,-0.64987538,3/3/2005 17:00
2.284423281,1.656947639,1.074700596,1.130388015,3.215488092,-1.359250837,2.430793503,0.278829505,1.175833822,-1.439041197,1.894942502,-0.662584284,3/3/2005 19:00
-0.005921555,0.32154633,-0.384263941,-0.277322328,0.425622967,-0.643539723,0.933415275,-0.669271735,0.490403209,-1.49593132,1.871939413,-0.728122358,3/3/2005 23:00
-0.283539111,-0.087249988,-0.73227383,-0.717931931,-0.00470285,-0.259035348,0.559070719,-0.944618502,0.188224122,-1.552821442,1.80868092,-0.809110471,3/4/2005 2:00
-0.630561056,-0.57326339,-1.026743737,-1.21455123,-0.355249161,0.220643377,0.080741563,-1.316478569,-0.040252749,-1.484553295,1.21635139,-0.960869737,3/4/2005 3:00
-1.04698739,-1.000228434,-1.187363686,-1.554343381,-0.705795472,1.145738061,-0.397587593,-1.500989289,-0.728140102,-1.484553295,0.900058923,-1.074751485,3/4/2005 4:00
2.770254004,2.083912683,2.38643018,2.090020795,3.466914411,-1.652387836,1.952464347,1.155965083,2.143789598,-1.427663173,1.147342125,-0.932461599,3/4/2005 9:00
0.826931112,0.780306644,0.713305711,0.83166964,1.648908715,-1.142253319,1.682104389,-0.016387647,1.387113509,-1.131834535,0.595268,-0.900813936,3/4/2005 11:00
0.896335501,1.093717155,0.833770672,0.936221071,1.489349704,-1.241234643,1.61971363,0.148252688,1.645071267,-0.756359726,0.169710862,-0.756032108,3/4/2005 13:00
1.035144279,1.093717155,0.726690706,0.839137599,1.242758506,-1.210778851,1.682104389,0.006321364,1.453445504,-0.597067383,-0.066070795,-0.744818369,3/4/2005 14:00
1.243357446,0.943825171,0.766845694,0.876477396,1.368471666,-1.100376605,1.390947512,-0.138448585,1.200401228,-0.597067383,-0.474375617,-0.995009342,3/4/2005 17:00
1.035144279,0.680378655,0.632995736,0.753256066,0.831773176,-1.047078968,1.61971363,-0.297411668,1.151266417,-0.983920217,0.175461634,-0.96286329,3/4/2005 19:00
-0.3529435,-0.359780868,-0.692118843,-0.673124175,-0.10140528,-0.049651778,0.871024516,-1.112097463,0.060473613,-1.211480707,0.606769544,-0.96759798,3/4/2005 22:00
-0.283539111,-0.491504126,-0.825968801,-0.859823159,0.135515675,0.056943494,0.954212195,-1.282415051,-0.170459998,-1.336638976,0.583766456,-1.080732145,3/5/2005 2:00
0.132887223,-0.173551433,-0.196874,-0.053283546,0.812432689,-0.502681685,1.53652595,-0.933263996,0.116978646,-1.200102682,-0.07757234,-1.249187422,3/5/2005 9:00
-0.422347889,-0.636853928,-0.651963856,-0.617114479,-0.260964291,-0.011582038,0.45508612,-1.452732639,-1.040146152,-0.403640967,-1.227726766,-1.341638469,3/5/2005 12:00
0.063482834,-0.377949593,-0.250413983,-0.109293242,0.145185918,-0.415121283,1.058196794,-1.151838234,-0.556168264,-0.471909114,-1.175969817,-1.351606237,3/5/2005 14:00
-0.422347889,-0.568721208,-0.571653881,-0.508829068,-0.299645263,-0.049651778,0.4342892,-1.34770346,-1.045059633,-0.460531089,-1.216225222,-1.367056277,3/5/2005 15:00
0.271696001,0.239787067,-0.143334017,0.010194108,0.493314668,-0.681609464,1.370150592,-0.669271735,0.0899545,-1.029432315,0.486003329,-0.853467038,3/5/2005 19:00
0.757526723,0.530486671,0.003900936,0.159553296,1.073529252,-0.75394197,1.827682828,-0.527340411,0.31597463,-1.177346633,1.153092897,-0.691740005,3/5/2005 21:00
0.063482834,0.207991797,-0.317338962,-0.191440795,0.299909807,-0.517909581,1.141384474,-0.691980746,0.094867981,-1.256992805,1.452133048,-0.650872157,3/5/2005 22:00
-0.838774223,-1.095614241,-1.08028372,-1.315368681,-0.609093041,0.970617257,-0.231212235,-1.745111165,-1.413570715,-1.177346633,-0.094824656,-1.243455955,3/6/2005 2:00
-0.977583001,-1.131951692,-1.187363686,-1.550609401,-0.879859847,1.408419268,-1.125479787,-1.790529189,-1.715749802,-1.222858731,0.198464723,-1.150008132,3/6/2005 4:00
-1.04698739,-1.131951692,-1.254288665,-1.729840427,-0.923375941,1.720591136,-1.312652065,-1.756465671,-1.786995278,-1.336638976,0.894308151,-0.954639882,3/6/2005 5:00
-1.04698739,-1.095614241,-1.227518673,-1.651426853,-0.671949621,1.469330852,-0.522369112,-1.767820177,-1.605196478,-1.325260952,0.307729393,-1.181406601,3/6/2005 8:00
-0.977583001,-1.050192428,-1.160593694,-1.498333686,-0.720300837,1.199035697,-0.667947551,-1.736595286,-1.575715591,-1.165968609,-0.043067707,-1.20931635,3/6/2005 9:00
-0.838774223,-0.945722258,-1.093668716,-1.345240519,-0.652609135,0.943968439,-0.543166032,-1.841624465,-1.629763883,-0.722225653,-0.899932755,-1.33814975,3/6/2005 11:00
0.618717945,-0.019117269,0.418835804,0.570291062,0.019472758,-0.852923294,1.078993714,-0.655078602,-0.27118636,-0.483287138,-1.365745298,-1.481685607,3/6/2005 15:00
-0.422347889,-0.795830274,-0.825968801,-0.863557139,-0.178767225,0.300589831,0.725446077,-1.67698413,-1.194920806,-0.631201457,-1.250729855,-1.488912239,3/6/2005 16:00
-0.283539111,-0.614143021,-0.651963856,-0.6133805,0.072659095,0.022680728,1.162181394,-1.489634783,-0.779731654,-0.688091579,-1.112711324,-1.443558895,3/6/2005 17:00
0.271696001,-0.241684153,-0.531498894,-0.452819373,0.382106873,-0.13721218,1.723698229,-1.415830495,-0.22450829,-1.01805429,-0.652649553,-1.389982143,3/6/2005 19:00
-0.005921555,-0.346154324,-0.651963856,-0.6133805,0.135515675,0.003645858,1.53652595,-1.461248519,-0.421047534,-1.086322437,-0.474375617,-1.352353819,3/6/2005 20:00
-0.422347889,-0.57326339,-0.812583805,-0.8523552,-0.188437468,0.174959689,0.975009115,-1.520859674,-0.720769881,-1.14321256,-0.324855541,-1.322948904,3/6/2005 21:00
-0.491752278,-0.636853928,-0.892893779,-0.979310509,-0.198107711,0.323431675,0.933415275,-1.560600445,-0.737967064,-1.222858731,-0.146581605,-1.298278679,3/6/2005 22:00
-1.185796168,-1.204626593,-1.294443652,-1.864263695,-1.000737886,2.501020808,-1.603808943,-2.017619306,-1.912289046,-1.404907124,0.445747924,-1.187636455,3/7/2005 4:00
-1.116391779,-1.118325148,-1.254288665,-1.748510325,-0.841178875,1.823379435,-1.083885947,-1.952330897,-1.7943655,-1.404907124,0.290477077,-1.245947897,3/7/2005 6:00
-0.422347889,-0.391576137,-0.665348852,-0.639518357,0.227382984,-0.08010757,1.120587554,-1.418669122,-0.666721589,-1.325260952,-0.232843187,-1.399451522,3/7/2005 8:00
-0.491752278,-0.891216082,-0.772428818,-0.788877545,0.469139061,0.300589831,1.058196794,-1.787690562,-0.875544535,-0.904274045,-1.250729855,-1.63269729,3/7/2005 11:00
-0.630561056,-0.98660189,-0.759043822,-0.755271728,-0.314150628,0.327238649,0.267913841,-1.852978971,-1.322671315,-0.858761947,-1.394499158,-1.689762761,3/7/2005 14:00
-0.214134722,-0.291648148,-0.491343907,-0.404277637,0.241888348,-0.198123764,1.453338271,-1.466925772,0.392133587,-1.552821442,-0.342107858,-1.575382625,3/7/2005 23:00
-0.422347889,-0.418829225,-0.651963856,-0.602178561,0.062988852,-0.129598232,0.891821436,-1.48395753,0.328258333,-1.712113785,0.152458546,-1.496388064,3/8/2005 1:00
-0.630561056,-0.813999,-0.946433762,-1.057724083,-0.106240402,0.331045623,0.746242997,-1.674145504,-0.018142084,-1.769003908,0.232969355,-1.502368725,3/8/2005 2:00
-0.908178612,-1.05473461,-1.107053711,-1.367644397,-0.362501843,0.787882504,0.267913841,-1.776336056,-0.344888577,-1.882784153,0.416994064,-1.509346163,3/8/2005 3:00
1.382166224,0.516860127,0.820385677,0.917551173,2.050223802,-1.062306865,2.243621224,-0.498954147,1.578739272,-1.120456511,-0.853926578,-1.546974486,3/8/2005 10:00
0.618717945,0.003593638,0.284985847,0.439601773,1.706930173,-0.69683736,2.160433545,-0.992875152,0.912962583,-0.756359726,-1.365745298,-1.624473881,3/8/2005 11:00
-0.005921555,-0.464251038,0.08421091,0.237966869,0.319250293,-0.487453789,1.120587554,-1.285253678,-0.187657182,-0.392262942,-1.866062473,-1.776980729,3/8/2005 14:00
0.757526723,0.644041204,0.418835804,0.566557082,1.247593627,-0.88718606,2.160433545,-0.68914212,1.446075282,-1.029432315,-0.405366351,-1.281831862,3/8/2005 21:00
-0.561156667,-0.350696505,-0.745658826,-0.751537748,-0.246458926,-0.045844804,0.45508612,-1.458409892,0.254556117,-1.439041197,0.158209318,-1.318961797,3/9/2005 1:00
-0.283539111,-0.064539082,-0.397648937,-0.288524267,0.628698071,-0.476032867,0.621461478,-1.078033946,0.44863862,-1.769003908,0.911560467,-1.288809299,3/9/2005 7:00
1.520975002,1.552477468,1.436095481,1.417904451,3.070434446,-1.305953201,1.640510549,0.159607194,1.758081332,-1.621089589,0.698781898,-1.253672917,3/9/2005 8:00
0.132887223,0.639499023,0.044055923,0.200627073,1.039683401,-0.913834878,1.723698229,-0.68914212,1.313411293,-0.346750844,-0.922935843,-1.089453942,3/9/2005 12:00
0.202291612,0.789391006,0.137750893,0.301444524,0.614192707,-0.989974358,0.995806035,-0.385409088,1.03334287,-0.21021455,-0.853926578,-0.925234967,3/9/2005 13:00
2.215018892,2.111165771,2.025035294,1.843578136,2.113080382,-1.621932044,1.994058187,0.86926381,2.495103496,-0.540177261,-0.18683701,-0.764006322,3/9/2005 19:00
-0.3529435,0.121690352,-0.598423873,-0.531232946,-0.222283319,-0.487453789,0.247116921,-0.88216872,0.647634604,-1.109078486,0.923062011,-0.722390891,3/10/2005 0:00
-0.769369834,-0.546010302,-0.919663771,-1.005448367,-0.372172086,0.018873754,-0.355993754,-1.15467686,-0.175373479,-1.541443418,1.80868092,-0.794906402,3/10/2005 4:00
-0.838774223,-0.564179027,-0.892893779,-0.975576529,-0.086899916,0.07217139,-0.210415315,-1.194417631,-0.172916739,-1.393529099,1.365871466,-0.818081462,3/10/2005 6:00
